,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
20,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,5,11,72,Yuki TAKAHASHI,JPN,Gresini Racing Moto2,Moriwaki,158.4,+6.621
21,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,6,10,3,Simone CORSI,ITA,Ioda Racing Project,FTR,157.9,+14.217
22,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,7,9,16,Jules CLUZEL,FRA,Forward Racing,Suter,157.9,+14.257
23,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,8,8,51,Michele PIRRO,ITA,Gresini Racing Moto2,Moriwaki,157.9,+14.501
24,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,9,7,38,Bradley SMITH,GBR,Tech 3 Racing,Tech 3,157.6,+18.910
25,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,10,6,60,Julian SIMON,SPA,Mapfre Aspar Team Moto2,Suter,157.6,+19.174
26,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,11,5,40,Aleix ESPARGARO,SPA,Pons HP 40,Pons Kalex,157.6,+19.442
27,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,12,4,68,Yonny HERNANDEZ,COL,Blusens-STX,FTR,157.5,+20.830
28,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,13,3,77,Dominique AEGERTER,SWI,Technomag-CIP,Suter,157.5,+20.837
29,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,14,2,34,Esteve RABAT,SPA,Blusens-STX,FTR,157.5,+20.855
30,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,15,1,76,Max NEUKIRCHNER,GER,MZ Racing Team,MZ-RE Honda,157.1,+26.803
31,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,16,0,80,Axel PONS,SPA,Pons HP 40,Pons Kalex,157.1,+27.295
32,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,17,0,88,Ricard CARDUS,SPA,QMMF Racing Team,Moriwaki,157.0,+28.080
33,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,18,0,54,Kenan SOFUOGLU,TUR,Technomag-CIP,Suter,157.0,+28.212
34,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,19,0,63,Mike DI MEGLIO,FRA,Tech 3 Racing,Tech 3,156.6,+34.939
35,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,20,0,36,Mika KALLIO,FIN,Marc VDS Racing Team,Suter,156.6,+34.962
36,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,21,0,71,Claudio CORTI,ITA,Italtrans Racing Team,Suter,156.4,+37.982
37,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,22,0,44,Pol ESPARGARO,SPA,HP Tuenti Speed Up,FTR,156.1,+43.491
38,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,23,0,53,Valentin DEBISE,FRA,Speed Up,FTR,156.1,+43.659
39,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,24,0,9,Kenny NOYES,USA,Avintia-STX,FTR,155.8,+47.476
40,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,25,0,19,Xavier SIMEON,BEL,Tech 3 B,Tech 3,155.8,+47.755
41,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,26,0,21,Javier FORES,SPA,Mapfre Aspar Team Moto2,Suter,155.6,+50.355
42,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,27,0,4,Randy KRUMMENACHER,SWI,GP Team Switzerland Kiefer Racing,Kalex,155.6,+50.544
43,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,28,0,25,Alex BALDOLINI,ITA,Forward Racing,Suter,154.7,+1'04.879
44,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,29,0,39,Robertino PIETRI,VEN,Italtrans Racing Team,Suter,154.4,+1'09.672
45,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,30,0,35,Raffaele DE ROSA,ITA,Desguaces La Torre G22,Moriwaki,154.4,+1'09.781
46,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,31,0,45,Scott REDDING,GBR,Marc VDS Racing Team,Suter,153.6,+1'23.743
47,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,32,0,96,Nasser Hasan AL MALKI,QAT,QMMF Racing Team,Moriwaki,152.6,+1'39.105
48,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,crash,0,14,Ratthapark WILAIROT,THA,Thai Honda Singha SAG,FTR,155.6,10 Laps
49,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,crash,0,49,Kev COGHLAN,GBR,Aeroport de Castello,FTR,154.2,14 Laps
50,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,crash,0,93,Marc MARQUEZ,SPA,Team CatalunyaCaixa Repsol,Suter,156.7,16 Laps
51,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,crash,0,64,Santiago HERNANDEZ,COL,SAG Team,FTR,151.6,16 Laps
52,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,crash,0,13,Anthony WEST,AUS,MZ Racing Team,MZ-RE Honda,151.6,16 Laps
53,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,crash,0,75,Mattia PASINI,ITA,Ioda Racing Project,FTR,152.0,17 Laps
54,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2011",Dry,21º,20º,23%,crash,0,95,Mashel AL NAIMI,QAT,QMMF Racing Team,Moriwaki,,0 Lap
55,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,1,25,18,Nicolas TEROL,SPA,Bankia Aspar Team 125cc,Aprilia,151.0,38'28.687
56,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,2,20,11,Sandro CORTESE,GER,Intact-Racing Team Germany,Aprilia,150.5,+7.710
57,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,3,16,33,Sergio GADEA,SPA,Pev-Blusens-SMX-Paris Hilton,Aprilia,150.4,+9.147
58,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,4,13,7,Efren VAZQUEZ,SPA,Avant-AirAsia-Ajo,Derbi,150.4,+9.514
59,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,5,11,94,Jonas FOLGER,GER,Red Bull Ajo MotorSport,Aprilia,150.4,+9.698
60,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,6,10,5,Johann ZARCO,FRA,Avant-AirAsia-Ajo,Derbi,150.0,+15.260
61,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,7,9,23,Alberto MONCAYO,SPA,Andalucia Banca Civica,Aprilia,150.0,+15.352
62,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,8,8,39,Luis SALOM,SPA,RW Racing GP,Aprilia,150.0,+15.696
63,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,9,7,25,Maverick VIÑALES,SPA,Pev-Blusens-SMX-Paris Hilton,Aprilia,150.0,+15.910
64,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,10,6,44,Miguel OLIVEIRA,POR,Andalucia Banca Civica,Aprilia,149.2,+27.396
65,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,11,5,55,Hector FAUBEL,SPA,Bankia Aspar Team 125cc,Aprilia,148.3,+42.563
66,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,12,4,53,Jasper IWEMA,NED,Ongetta-Abbink Metaal,Aprilia,148.2,+43.772
67,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,13,3,52,Danny KENT,GBR,Red Bull Ajo MotorSport,Aprilia,148.2,+44.001
68,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,14,2,15,Simone GROTZKYJ,ITA,Phonica Racing,Aprilia,148.2,+44.272
69,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,15,1,96,Louis ROSSI,FRA,Matteoni Racing,Aprilia,147.8,+50.030
70,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,16,0,99,Danny WEBB,GBR,Mahindra Racing,Mahindra,147.8,+50.424
71,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,17,0,31,Niklas AJO,FIN,TT Motion Events Racing,Aprilia,147.1,+1'01.545
72,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,18,0,17,Taylor MACKENZIE,GBR,Phonica Racing,Aprilia,147.0,+1'02.931
73,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,19,0,63,Zulfahmi KHAIRUDDIN,MAL,Airasia-Sic-Ajo,Derbi,146.9,+1'05.192
74,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,20,0,3,Luigi MORCIANO,ITA,Team Italia FMI,Aprilia,146.9,+1'05.273
75,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,21,0,77,Marcel SCHROTTER,GER,Mahindra Racing,Mahindra,146.8,+1'05.396
76,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,22,0,19,Alessandro TONUCCI,ITA,Team Italia FMI,Aprilia,146.4,+1'12.458
77,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,23,0,84,Jakub KORNFEIL,CZE,Ongetta-Centro Seta,Aprilia,145.3,+1'30.629
78,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,24,0,12,Daniel KARTHEININGER,GER,Caretta Technology Forward Team,KTM,145.3,+1'30.792
79,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,25,0,21,Harry STAFFORD,GBR,Ongetta-Centro Seta,Aprilia,145.3,+1'30.798
80,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,26,0,30,Giulian PEDONE,SWI,Phonica Racing,Aprilia,143.9,+1'54.387
81,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,27,0,43,Francesco MAURIELLO,ITA,WTR-Ten10 Racing,Aprilia,143.9,+1'54.548
82,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,28,0,26,Adrian MARTIN,SPA,Bankia Aspar Team 125cc,Aprilia,113.1,4 Laps
83,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,crash,0,36,Joan PERELLO,SPA,Matteoni Racing,Aprilia,140.9,9 Laps
84,2011,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,125cc,RAC,"March,20,2011",Dry,25º,23º,11%,crash,0,76,Hiroki ONO,JPN,Caretta Technology Forward Team,KTM,147.6,11 Laps
85,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,1,25,1,Jorge LORENZO,SPA,Yamaha Factory Racing,Yamaha,141.0,50'49.046
86,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,2,20,26,Dani PEDROSA,SPA,Repsol Honda Team,Honda,140.1,+19.339
87,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,3,16,69,Nicky HAYDEN,USA,Ducati Team,Ducati,139.7,+29.085
88,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,4,13,7,Hiroshi AOYAMA,JPN,San Carlo Honda Gresini,Honda,139.6,+29.551
89,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,5,11,46,Valentino ROSSI,ITA,Ducati Team,Ducati,138.2,+1'02.227
90,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,6,10,8,Hector BARBERA,SPA,Mapfre Aspar Team MotoGP,Ducati,137.9,+1'08.440
91,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,7,9,17,Karel ABRAHAM,CZE,Cardion AB Motoracing,Ducati,137.7,+1'14.120
92,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,8,8,35,Cal CRUTCHLOW,GBR,Monster Yamaha Tech 3,Yamaha,137.4,+1'19.110
93,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,9,7,24,Toni ELIAS,SPA,LCR Honda MotoGP,Honda,136.4,+1'42.906
94,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,10,6,21,John HOPKINS,USA,Rizla Suzuki MotoGP,Suzuki,136.2,+1'48.395
95,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,11,5,65,Loris CAPIROSSI,ITA,Pramac Racing Team,Ducati,136.0,+1'51.876
96,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,12,4,4,Andrea DOVIZIOSO,ITA,Repsol Honda Team,Honda,133.6,1 Lap
97,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,crash,0,5,Colin EDWARDS,USA,Monster Yamaha Tech 3,Yamaha,140.0,1 Lap
98,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,crash,0,11,Ben SPIES,USA,Yamaha Factory Racing,Yamaha,141.3,3 Laps
99,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,crash,0,14,Randy DE PUNIET,FRA,Pramac Racing Team,Ducati,140.3,11 Laps
100,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,crash,0,58,Marco SIMONCELLI,ITA,San Carlo Honda Gresini,Honda,143.9,16 Laps
101,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,MotoGP,RAC,"April,03,2011",Wet,15º,17º,90%,crash,0,27,Casey STONER,AUS,Repsol Honda Team,Honda,144.0,20 Laps
102,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,1,25,29,Andrea IANNONE,ITA,Speed Master,Suter,138.2,49'56.423
103,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,2,20,12,Thomas LUTHI,SWI,Interwetten Paddock Moto2,Suter,137.8,+7.850
104,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,3,16,3,Simone CORSI,ITA,Ioda Racing Project,FTR,137.6,+12.625
105,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,4,13,38,Bradley SMITH,GBR,Tech 3 Racing,Tech 3,137.5,+15.355
106,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,5,11,65,Stefan BRADL,GER,Viessmann Kiefer Racing,Kalex,137.3,+17.850
107,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,6,10,60,Julian SIMON,SPA,Mapfre Aspar Team Moto2,Suter,137.1,+24.247
108,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,7,9,15,Alex DE ANGELIS,RSM,JIR Moto2,Motobi,136.9,+27.991
109,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,8,8,49,Kev COGHLAN,GBR,Aeroport de Castello,FTR,136.5,+36.181
110,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,9,7,51,Michele PIRRO,ITA,Gresini Racing Moto2,Moriwaki,136.5,+36.775
111,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,10,6,76,Max NEUKIRCHNER,GER,MZ Racing Team,MZ-RE Honda,136.3,+41.407
112,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,11,5,13,Anthony WEST,AUS,MZ Racing Team,MZ-RE Honda,136.3,+41.711
113,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,12,4,14,Ratthapark WILAIROT,THA,Thai Honda Singha SAG,FTR,136.3,+41.870
114,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,13,3,75,Mattia PASINI,ITA,Ioda Racing Project,FTR,136.2,+42.313
115,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,14,2,68,Yonny HERNANDEZ,COL,Blusens-STX,FTR,136.1,+45.384
116,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,15,1,34,Esteve RABAT,SPA,Blusens-STX,FTR,136.0,+47.193
117,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,16,0,54,Kenan SOFUOGLU,TUR,Technomag-CIP,Suter,136.0,+47.204
118,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,17,0,36,Mika KALLIO,FIN,Marc VDS Racing Team,Suter,136.0,+47.316
119,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,18,0,21,Javier FORES,SPA,Mapfre Aspar Team Moto2,Suter,135.9,+50.677
120,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,19,0,19,Xavier SIMEON,BEL,Tech 3 B,Tech 3,135.5,+57.958
121,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,20,0,44,Pol ESPARGARO,SPA,HP Tuenti Speed Up,FTR,135.5,+58.554
122,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,21,0,71,Claudio CORTI,ITA,Italtrans Racing Team,Suter,135.1,+1'07.467
123,2011,SPA,Gran Premio bwin de España - Circuito de Jerez,Moto2,RAC,"April,03,2011",Wet,18º,17º,89%,22,0,88,Ricard CARDUS,SPA,QMMF Racing Team,Moriwaki,135.0,+1'10.925
