,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
14,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,09,2008",Dry,19º,18º,58%,15,1.0,50,Sylvain GUINTOLI,FRA,Alice Team,Ducati,162.9,+58.930
15,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,09,2008",Dry,19º,18º,58%,16,0.0,13,Anthony WEST,AUS,Kawasaki Racing Team,Kawasaki,162.5,+1'05.643
16,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,09,2008",Dry,19º,18º,58%,17,0.0,7,Chris VERMEULEN,AUS,Rizla Suzuki MotoGP,Suzuki,156.9,1 Lap
17,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,09,2008",Dry,19º,18º,58%,crash,0.0,15,Alex DE ANGELIS,RSM,San Carlo Honda Gresini,Honda,164.2,6 Laps
18,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,1,25.0,75,Mattia PASINI,ITA,Polaris World,Aprilia,160.3,40'16.202
19,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,2,20.0,21,Hector BARBERA,SPA,Team Toth Aprilia,Aprilia,160.3,+0.557
20,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,3,16.0,36,Mika KALLIO,FIN,Red Bull KTM 250,KTM,160.2,+1.029
21,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,4,13.0,6,Alex DEBON,SPA,Lotus Aprilia,Aprilia,160.2,+1.418
22,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,5,11.0,72,Yuki TAKAHASHI,JPN,JiR Team Scot 250,Honda,159.5,+12.944
23,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,6,10.0,19,Alvaro BAUTISTA,SPA,Mapfre Aspar Team,Aprilia,159.4,+14.480
24,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,7,9.0,17,Karel ABRAHAM,CZE,Cardion AB Motoracing,Aprilia,159.2,+16.721
25,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,8,8.0,15,Roberto LOCATELLI,ITA,Metis Gilera,Gilera,159.1,+18.987
26,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,9,7.0,41,Aleix ESPARGARO,SPA,Lotus Aprilia,Aprilia,158.2,+32.232
27,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,10,6.0,55,Hector FAUBEL,SPA,Mapfre Aspar Team,Aprilia,157.6,+41.102
28,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,11,5.0,60,Julian SIMON,SPA,Repsol KTM 250cc,KTM,157.6,+41.457
29,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,12,4.0,32,Fabrizio LAI,ITA,Campetella Racing,Gilera,157.6,+41.694
30,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,13,3.0,14,Ratthapark WILAIROT,THA,Thai Honda PTT SAG,Honda,157.5,+43.192
31,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,14,2.0,54,Manuel POGGIALI,RSM,Campetella Racing,Gilera,157.4,+44.228
32,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,15,1.0,12,Thomas LUTHI,SWI,Emmi - Caffe Latte,Aprilia,157.1,+48.760
33,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,16,0.0,4,Hiroshi AOYAMA,JPN,Red Bull KTM 250,KTM,155.7,+1'11.031
34,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,17,0.0,45,Doni Tata PRADITA,INA,Yamaha Pertamina Indonesia,Yamaha,152.4,+2'05.461
35,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,crash,0.0,25,Alex BALDOLINI,ITA,Matteoni Racing,Aprilia,157.2,6 Laps
36,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,crash,0.0,52,Lukas PESEK,CZE,Auto Kelly - CP,Aprilia,158.9,8 Laps
37,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,crash,0.0,58,Marco SIMONCELLI,ITA,Metis Gilera,Gilera,157.6,13 Laps
38,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,crash,0.0,10,Imre TOTH,HUN,Team Toth Aprilia,Aprilia,151.0,16 Laps
39,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,crash,0.0,43,Manuel HERNANDEZ,SPA,Blusens Aprilia,Aprilia,,0 Lap
40,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"March,09,2008",Dry,25º,19º,59%,crash,0.0,50,Eugene LAVERTY,IRL,Blusens Aprilia,Aprilia,,0 Lap
41,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,1,25.0,33,Sergio GADEA,SPA,Bancaja Aspar Team,Aprilia,152.3,38'09.444
42,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,2,20.0,6,Joan OLIVE,SPA,Belson Derbi,Derbi,152.2,+0.932
43,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,3,16.0,17,Stefan BRADL,GER,Grizzly Gas Kiefer Racing,Aprilia,152.2,+1.660
44,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,4,13.0,63,Mike DI MEGLIO,FRA,Ajo Motorsport,Derbi,152.2,+1.771
45,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,5,11.0,45,Scott REDDING,GBR,Blusens Aprilia Junior,Aprilia,152.2,+1.819
46,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,6,10.0,99,Danny WEBB,GBR,Degraaf Grand Prix,Aprilia,151.8,+7.689
47,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,7,9.0,24,Simone CORSI,ITA,Jack & Jones WRB,Aprilia,151.7,+8.684
48,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,8,8.0,44,Pol ESPARGARO,SPA,Belson Derbi,Derbi,151.7,+8.693
49,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,9,7.0,7,Efren VAZQUEZ,SPA,Blusens Aprilia Junior,Aprilia,151.7,+9.054
50,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,10,6.0,18,Nicolas TEROL,SPA,Jack & Jones WRB,Aprilia,151.6,+10.902
51,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,11,5.0,11,Sandro CORTESE,GER,Emmi - Caffe Latte,Aprilia,151.6,+10.945
52,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,12,4.0,1,Gabor TALMACSI,HUN,Bancaja Aspar Team,Aprilia,151.4,+12.618
53,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,13,3.0,27,Stefano BIANCO,ITA,S3+ WTR San Marino Team,Aprilia,151.4,+12.709
54,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,14,2.0,29,Andrea IANNONE,ITA,I.C. Team,Aprilia,151.0,+20.086
55,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,15,1.0,60,Michael RANSEDER,AUT,I.C. Team,Aprilia,150.7,+23.575
56,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,16,0.0,38,Bradley SMITH,GBR,Polaris World,Aprilia,150.7,+23.890
57,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,17,0.0,77,Dominique AEGERTER,SWI,Ajo Motorsport,Derbi,150.3,+29.406
58,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,18,0.0,22,Pablo NIETO,SPA,Onde 2000 KTM,KTM,150.1,+32.891
59,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,19,0.0,73,Takaaki NAKAGAMI,JPN,I.C. Team,Aprilia,150.1,+33.346
60,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,20,0.0,30,Pere TUTUSAUS,SPA,Bancaja Aspar Team,Aprilia,150.1,+33.649
61,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,21,0.0,8,Lorenzo ZANETTI,ITA,ISPA KTM Aran,KTM,149.9,+36.696
62,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,22,0.0,34,Randy KRUMMENACHER,SWI,Red Bull KTM 125,KTM,149.9,+36.754
63,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,23,0.0,21,Robin LASSER,GER,Grizzly Gas Kiefer Racing,Aprilia,149.3,+45.317
64,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,24,0.0,12,Esteve RABAT,SPA,Repsol KTM 125cc,KTM,148.6,+56.440
65,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,25,0.0,69,Louis ROSSI,FRA,FFM Honda GP 125,Honda,147.5,+1'14.502
66,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,crash,0.0,35,Raffaele DE ROSA,ITA,Onde 2000 KTM,KTM,152.2,3 Laps
67,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,crash,0.0,13,Dino LOMBARDI,ITA,BQR Blusens,Aprilia,143.1,7 Laps
68,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,crash,0.0,56,Hugo VAN DEN BERG,NED,Degraaf Grand Prix,Aprilia,144.5,8 Laps
69,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,crash,0.0,71,Tomoyoshi KOYAMA,JPN,ISPA KTM Aran,KTM,149.9,10 Laps
70,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,crash,0.0,51,Stevie BONSEY,USA,Degraaf Grand Prix,Aprilia,148.2,13 Laps
71,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,crash,0.0,16,Jules CLUZEL,FRA,Loncin Racing,Loncin,146.6,14 Laps
72,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,crash,0.0,5,Alexis MASBOU,FRA,Loncin Racing,Loncin,139.8,17 Laps
73,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,crash,0.0,19,Roberto LACALENDOLA,ITA,Matteoni Racing,Aprilia,137.2,17 Laps
74,2008,QAT,GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"March,09,2008",Dry,28º,20º,59%,crash,0.0,95,Robert MURESAN,ROU,Grizzly Gas Kiefer Racing,Aprilia,,0 Lap
75,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,1,25.0,2,Dani PEDROSA,SPA,Repsol Honda Team,Honda,157.2,45'35.121
76,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,2,20.0,46,Valentino ROSSI,ITA,Fiat Yamaha Team,Yamaha,157.0,+2.883
77,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,3,16.0,48,Jorge LORENZO,SPA,Fiat Yamaha Team,Yamaha,156.9,+4.339
78,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,4,13.0,69,Nicky HAYDEN,USA,Repsol Honda Team,Honda,156.6,+10.142
79,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,5,11.0,65,Loris CAPIROSSI,ITA,Rizla Suzuki MotoGP,Suzuki,155.6,+27.524
80,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,6,10.0,52,James TOSELAND,GBR,Tech 3 Yamaha,Yamaha,155.6,+27.808
81,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,7,9.0,21,John HOPKINS,USA,Kawasaki Racing Team,Kawasaki,155.6,+28.296
82,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,8,8.0,4,Andrea DOVIZIOSO,ITA,JiR Team Scot MotoGP,Honda,155.6,+28.449
83,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,9,7.0,56,Shinya NAKANO,JPN,San Carlo Honda Gresini,Honda,155.3,+32.569
84,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,10,6.0,7,Chris VERMEULEN,AUS,Rizla Suzuki MotoGP,Suzuki,155.2,+35.091
85,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,11,5.0,1,Casey STONER,AUS,Ducati Marlboro Team,Ducati,154.8,+42.223
86,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,12,4.0,33,Marco MELANDRI,ITA,Ducati Marlboro Team,Ducati,154.7,+44.498
87,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,13,3.0,13,Anthony WEST,AUS,Kawasaki Racing Team,Kawasaki,154.6,+45.807
88,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,14,2.0,15,Alex DE ANGELIS,RSM,San Carlo Honda Gresini,Honda,154.6,+45.871
89,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,15,1.0,24,Toni ELIAS,SPA,Alice Team,Ducati,153.3,+1'09.558
90,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,16,0.0,50,Sylvain GUINTOLI,FRA,Alice Team,Ducati,153.0,+1'14.442
91,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,crash,0.0,5,Colin EDWARDS,USA,Tech 3 Yamaha,Yamaha,144.7,22 Laps
92,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,30,2008",Dry,23º,19º,26%,crash,0.0,14,Randy DE PUNIET,FRA,LCR Honda MotoGP,Honda,150.8,25 Laps
93,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,1,25.0,36,Mika KALLIO,FIN,Red Bull KTM 250,KTM,151.8,45'27.908
94,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,2,20.0,75,Mattia PASINI,ITA,Polaris World,Aprilia,151.5,+4.277
95,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,3,16.0,72,Yuki TAKAHASHI,JPN,JiR Team Scot 250,Honda,151.5,+4.287
96,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,4,13.0,4,Hiroshi AOYAMA,JPN,Red Bull KTM 250,KTM,151.5,+4.876
97,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,5,11.0,21,Hector BARBERA,SPA,Team Toth Aprilia,Aprilia,151.4,+5.968
98,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,6,10.0,6,Alex DEBON,SPA,Lotus Aprilia,Aprilia,151.0,+13.633
99,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,7,9.0,60,Julian SIMON,SPA,Repsol KTM 250cc,KTM,150.9,+16.372
100,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,8,8.0,15,Roberto LOCATELLI,ITA,Metis Gilera,Gilera,150.5,+22.571
101,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,9,7.0,41,Aleix ESPARGARO,SPA,Lotus Aprilia,Aprilia,150.2,+28.606
102,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,10,6.0,52,Lukas PESEK,CZE,Auto Kelly - CP,Aprilia,150.0,+32.726
103,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,11,5.0,25,Alex BALDOLINI,ITA,Matteoni Racing,Aprilia,149.6,+38.602
104,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,12,4.0,14,Ratthapark WILAIROT,THA,Thai Honda PTT SAG,Honda,149.4,+43.371
105,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,13,3.0,17,Karel ABRAHAM,CZE,Cardion AB Motoracing,Aprilia,148.8,+54.159
106,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,14,2.0,43,Manuel HERNANDEZ,SPA,Blusens Aprilia,Aprilia,147.3,+1'21.938
107,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,15,1.0,10,Imre TOTH,HUN,Team Toth Aprilia,Aprilia,145.3,1 Lap
108,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,16,0.0,45,Doni Tata PRADITA,INA,Yamaha Pertamina Indonesia,Yamaha,144.6,1 Lap
109,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,crash,0.0,19,Alvaro BAUTISTA,SPA,Mapfre Aspar Team,Aprilia,152.3,1 Lap
110,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,crash,0.0,58,Marco SIMONCELLI,ITA,Metis Gilera,Gilera,152.3,1 Lap
111,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,crash,0.0,12,Thomas LUTHI,SWI,Emmi - Caffe Latte,Aprilia,151.8,4 Laps
112,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,crash,0.0,54,Manuel POGGIALI,RSM,Campetella Racing,Gilera,149.5,6 Laps
113,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,crash,0.0,32,Fabrizio LAI,ITA,Campetella Racing,Gilera,149.2,9 Laps
114,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,crash,0.0,50,Eugene LAVERTY,IRL,Blusens Aprilia,Aprilia,146.5,18 Laps
115,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,250cc,RAC,"March,30,2008",Dry,21º,18º,48%,crash,0.0,55,Hector FAUBEL,SPA,Mapfre Aspar Team,Aprilia,144.5,24 Laps
116,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,125cc,RAC,"March,30,2008",Dry,20º,18º,55%,1,25.0,24,Simone CORSI,ITA,Jack & Jones WRB,Aprilia,146.1,41'46.100
117,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,125cc,RAC,"March,30,2008",Dry,20º,18º,55%,2,20.0,18,Nicolas TEROL,SPA,Jack & Jones WRB,Aprilia,145.9,+3.206
118,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,125cc,RAC,"March,30,2008",Dry,20º,18º,55%,3,16.0,38,Bradley SMITH,GBR,Polaris World,Aprilia,145.8,+4.986
119,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,125cc,RAC,"March,30,2008",Dry,20º,18º,55%,4,13.0,17,Stefan BRADL,GER,Grizzly Gas Kiefer Racing,Aprilia,145.8,+5.022
120,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,125cc,RAC,"March,30,2008",Dry,20º,18º,55%,5,11.0,22,Pablo NIETO,SPA,Onde 2000 KTM,KTM,145.8,+6.254
121,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,125cc,RAC,"March,30,2008",Dry,20º,18º,55%,6,10.0,51,Stevie BONSEY,USA,Degraaf Grand Prix,Aprilia,144.9,+20.563
122,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,125cc,RAC,"March,30,2008",Dry,20º,18º,55%,7,9.0,45,Scott REDDING,GBR,Blusens Aprilia Junior,Aprilia,144.8,+22.517
123,2008,SPA,SPANISH GRAND PRIX - Circuito de Jerez,125cc,RAC,"March,30,2008",Dry,20º,18º,55%,8,8.0,77,Dominique AEGERTER,SWI,Ajo Motorsport,Derbi,144.8,+23.002
