,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
10,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,08,2012",Dry,23º,24º,53%,11,5,11,Ben SPIES,USA,Yamaha Factory Racing,Yamaha,162.6,+56.907
11,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,08,2012",Dry,23º,24º,53%,12,4,5,Colin EDWARDS,USA,NGM Mobile Forward Racing,Suter,162.5,+58.088
12,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,08,2012",Dry,23º,24º,53%,13,3,14,Randy DE PUNIET,FRA,Power Electronics Aspar,ART,161.7,+1'10.650
13,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,08,2012",Dry,23º,24º,53%,14,2,68,Yonny HERNANDEZ,COL,Avintia Blusens,BQR-FTR,161.4,+1'15.943
14,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,08,2012",Dry,23º,24º,53%,15,1,41,Aleix ESPARGARO,SPA,Power Electronics Aspar,ART,160.7,+1'26.733
15,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,08,2012",Dry,23º,24º,53%,16,0,22,Ivan SILVA,SPA,Avintia Blusens,BQR-FTR,159.7,+1'43.327
16,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,08,2012",Dry,23º,24º,53%,17,0,54,Mattia PASINI,ITA,Speed Master,ART,159.5,+1'47.419
17,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,08,2012",Dry,23º,24º,53%,18,0,77,James ELLISON,GBR,Paul Bird Motorsport,ART,159.2,+1'51.882
18,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,08,2012",Dry,23º,24º,53%,crash,0,51,Michele PIRRO,ITA,San Carlo Honda Gresini,FTR,110.6,7 Laps
19,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,08,2012",Dry,23º,24º,53%,crash,0,9,Danilo PETRUCCI,ITA,Came IodaRacing Project,Ioda,158.8,7 Laps
20,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,08,2012",Dry,23º,24º,53%,crash,0,17,Karel ABRAHAM,CZE,Cardion AB Motoracing,Ducati,154.0,15 Laps
21,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,1,25,93,Marc MARQUEZ,SPA,Team CatalunyaCaixa Repsol,Suter,159.1,40'34.225
22,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,2,20,29,Andrea IANNONE,ITA,Speed Master,Speed Up,159.1,+0.061
23,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,3,16,40,Pol ESPARGARO,SPA,Pons 40 HP Tuenti,Kalex,159.0,+1.412
24,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,4,13,80,Esteve RABAT,SPA,Pons 40 HP Tuenti,Kalex,159.0,+1.639
25,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,5,11,12,Thomas LUTHI,SWI,Interwetten-Paddock,Suter,158.9,+3.981
26,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,6,10,45,Scott REDDING,GBR,Marc VDS Racing Team,Kalex,158.7,+6.768
27,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,7,9,63,Mike DI MEGLIO,FRA,S/Master Speed Up,Speed Up,158.7,+6.794
28,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,8,8,3,Simone CORSI,ITA,Came IodaRacing Project,FTR,158.7,+6.986
29,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,9,7,38,Bradley SMITH,GBR,Tech 3 Racing,Tech 3,158.4,+10.828
30,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,10,6,36,Mika KALLIO,FIN,Marc VDS Racing Team,Kalex,158.4,+11.379
31,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,11,5,4,Randy KRUMMENACHER,SWI,GP Team Switzerland,Kalex,158.3,+12.750
32,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,12,4,5,Johann ZARCO,FRA,JIR Moto2,Motobi,158.2,+14.121
33,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,13,3,24,Toni ELIAS,SPA,Mapfre Aspar Team,Suter,158.0,+17.634
34,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,14,2,30,Takaaki NAKAGAMI,JPN,Italtrans Racing Team,Kalex,158.0,+17.875
35,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,15,1,60,Julian SIMON,SPA,Blusens Avintia,FTR,158.0,+17.894
36,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,16,0,71,Claudio CORTI,ITA,Italtrans Racing Team,Kalex,157.9,+19.014
37,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,17,0,19,Xavier SIMEON,BEL,Tech 3 Racing,Tech 3,157.9,+19.114
38,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,18,0,77,Dominique AEGERTER,SWI,Technomag-CIP,Suter,157.3,+28.802
39,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,19,0,72,Yuki TAKAHASHI,JPN,NGM Mobile Forward Racing,Suter,156.8,+36.598
40,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,20,0,47,Angel RODRIGUEZ,SPA,Desguaces La Torre SAG,FTR,156.8,+36.738
41,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,21,0,14,Ratthapark WILAIROT,THA,Thai Honda Gresini Moto2,Moriwaki,156.7,+37.147
42,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,22,0,49,Axel PONS,SPA,Pons 40 HP Tuenti,Kalex,156.7,+37.443
43,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,23,0,18,Nicolas TEROL,SPA,Mapfre Aspar Team,Suter,156.6,+39.523
44,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,24,0,88,Ricard CARDUS,SPA,Arguiñano Racing Team,AJR,156.2,+45.260
45,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,25,0,95,Anthony WEST,AUS,QMMF Racing Team,Moriwaki,155.7,+53.786
46,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,26,0,8,Gino REA,GBR,Federal Oil Gresini Moto2,Moriwaki,155.7,+54.008
47,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,27,0,10,Marco COLANDREA,SWI,SAG Team,FTR,154.1,+1'19.054
48,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,28,0,7,Alexander LUNDH,SWE,Cresto Guide MZ Racing,MZ FTR,154.1,+1'19.071
49,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,29,0,82,Elena ROSELL,SPA,QMMF Racing Team,Moriwaki,153.1,+1'35.150
50,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,30,0,76,Max NEUKIRCHNER,GER,Kiefer Racing,Kalex,150.3,1 Lap
51,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,crash,0,15,Alex DE ANGELIS,RSM,NGM Mobile Forward Racing,Suter,158.4,2 Laps
52,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,crash,0,96,Nasser Hasan AL MALKI,QAT,QMMF Racing Team,Moriwaki,151.0,10 Laps
53,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,08,2012",Dry,24º,25º,55%,crash,0,44,Roberto ROLFO,ITA,Technomag-CIP,Suter,85.3,17 Laps
54,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,1,25,25,Maverick VIÑALES,SPA,Blusens Avintia,FTR Honda,150.2,38'40.995
55,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,2,20,5,Romano FENATI,ITA,Team Italia FMI,FTR Honda,149.9,+4.301
56,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,3,16,11,Sandro CORTESE,GER,Red Bull KTM Ajo,KTM,149.0,+18.013
57,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,4,13,39,Luis SALOM,SPA,RW Racing GP,Kalex KTM,149.0,+18.200
58,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,5,11,44,Miguel OLIVEIRA,POR,"Estrella Galicia 0,0",Suter Honda,149.0,+18.745
59,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,6,10,63,Zulfahmi KHAIRUDDIN,MAL,AirAsia-Sic-Ajo,KTM,149.0,+19.052
60,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,7,9,61,Arthur SISSIS,AUS,Red Bull KTM Ajo,KTM,149.0,+19.466
61,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,8,8,52,Danny KENT,GBR,Red Bull KTM Ajo,KTM,148.9,+21.098
62,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,9,7,96,Louis ROSSI,FRA,Racing Team Germany,FTR Honda,148.8,+21.153
63,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,10,6,42,Alex RINS,SPA,"Estrella Galicia 0,0",Suter Honda,148.4,+28.733
64,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,11,5,89,Alan TECHER,FRA,Technomag-CIP-TSR,TSR Honda,148.3,+29.775
65,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,12,4,55,Hector FAUBEL,SPA,Bankia Aspar Team,Kalex KTM,148.3,+29.813
66,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,13,3,31,Niklas AJO,FIN,TT Motion Events Racing,KTM,147.9,+35.940
67,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,14,2,23,Alberto MONCAYO,SPA,Bankia Aspar Team,Kalex KTM,147.9,+35.983
68,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,15,1,84,Jakub KORNFEIL,CZE,Redox-Ongetta-Centro Seta,FTR Honda,147.7,+38.641
69,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,16,0,7,Efren VAZQUEZ,SPA,JHK T-Shirt Laglisse,Honda,147.6,+40.219
70,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,17,0,27,Niccolo ANTONELLI,ITA,San Carlo Gresini Moto3,Honda,147.0,+50.629
71,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,18,0,99,Danny WEBB,GBR,Mahindra Racing,Mahindra,146.7,+54.751
72,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,19,0,21,Ivan MORENO,SPA,Andalucia JHK Laglisse,FTR Honda,146.7,+54.989
73,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,20,0,26,Adrian MARTIN,SPA,JHK T-Shirt Laglisse,Honda,146.1,+1'05.183
74,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,21,0,51,Kenta FUJII,JPN,Technomag-CIP-TSR,TSR Honda,145.1,+1'21.239
75,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,22,0,15,Simone GROTZKYJ,ITA,Ambrogio Next Racing,Oral,144.3,+1'35.791
76,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,23,0,9,Toni FINSTERBUSCH,GER,Cresto Guide MZ Racing,MZ-RE Honda,143.9,+1'41.291
77,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,24,0,53,Jasper IWEMA,NED,Moto FGR,FGR Honda,143.2,+1'54.293
78,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,25,0,8,Jack MILLER,AUS,Caretta Technology,Honda,139.9,1 Lap
79,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,crash,0,94,Jonas FOLGER,GER,IodaRacing Project,Ioda,143.5,7 Laps
80,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,crash,0,3,Luigi MORCIANO,ITA,Ioda Team Italia,Ioda,142.9,11 Laps
81,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,crash,0,41,Brad BINDER,RSA,RW Racing GP,Kalex KTM,147.3,12 Laps
82,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,crash,0,77,Marcel SCHROTTER,GER,Mahindra Racing,Mahindra,145.7,13 Laps
83,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,crash,0,10,Alexis MASBOU,FRA,Caretta Technology,Honda,,0 Lap
84,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,crash,0,19,Alessandro TONUCCI,ITA,Team Italia FMI,FTR Honda,,0 Lap
85,2012,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto3,RAC,"April,08,2012",Dry,28º,25º,55%,crash,0,32,Isaac VIÑALES,SPA,Ongetta-Centro Seta,FTR Honda,,0 Lap
86,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,1,25,1,Casey STONER,AUS,Repsol Honda Team,Honda,157.3,45'33.897
87,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,2,20,99,Jorge LORENZO,SPA,Yamaha Factory Racing,Yamaha,157.2,+0.947
88,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,3,16,26,Dani PEDROSA,SPA,Repsol Honda Team,Honda,157.1,+2.063
89,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,4,13,35,Cal CRUTCHLOW,GBR,Monster Yamaha Tech 3,Yamaha,157.1,+2.465
90,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,5,11,4,Andrea DOVIZIOSO,ITA,Monster Yamaha Tech 3,Yamaha,156.2,+18.100
91,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,6,10,19,Alvaro BAUTISTA,SPA,San Carlo Honda Gresini,Honda,156.0,+21.395
92,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,7,9,6,Stefan BRADL,GER,LCR Honda MotoGP,Honda,155.6,+28.637
93,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,8,8,69,Nicky HAYDEN,USA,Ducati Team,Ducati,155.6,+28.869
94,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,9,7,46,Valentino ROSSI,ITA,Ducati Team,Ducati,155.3,+34.852
95,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,10,6,8,Hector BARBERA,SPA,Pramac Racing Team,Ducati,155.3,+35.103
96,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,11,5,11,Ben SPIES,USA,Yamaha Factory Racing,Yamaha,155.1,+38.041
97,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,12,4,41,Aleix ESPARGARO,SPA,Power Electronics Aspar,ART,153.2,+1'12.728
98,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,13,3,9,Danilo PETRUCCI,ITA,Came IodaRacing Project,Ioda,152.9,+1'18.669
99,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,14,2,54,Mattia PASINI,ITA,Speed Master,ART,152.3,+1'29.142
100,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,15,1,22,Ivan SILVA,SPA,Avintia Blusens,BQR,152.1,+1'32.478
101,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,16,0,5,Colin EDWARDS,USA,NGM Mobile Forward Racing,Suter,151.7,+1'40.577
102,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,17,0,17,Karel ABRAHAM,CZE,Cardion AB Motoracing,Ducati,150.6,1 Lap
103,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,crash,0,14,Randy DE PUNIET,FRA,Power Electronics Aspar,ART,153.7,2 Laps
104,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,crash,0,77,James ELLISON,GBR,Paul Bird Motorsport,ART,152.7,3 Laps
105,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,crash,0,51,Michele PIRRO,ITA,San Carlo Honda Gresini,FTR,152.6,9 Laps
106,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,MotoGP,RAC,"April,29,2012",Dry,15º,14º,78%,crash,0,68,Yonny HERNANDEZ,COL,Avintia Blusens,BQR,,0 Lap
107,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,1,25,40,Pol ESPARGARO,SPA,Pons 40 HP Tuenti,Kalex,149.3,30'12.879
108,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,2,20,93,Marc MARQUEZ,SPA,Team CatalunyaCaixa Repsol,Suter,149.3,+0.241
109,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,3,16,12,Thomas LUTHI,SWI,Interwetten-Paddock,Suter,149.3,+0.483
110,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,4,13,45,Scott REDDING,GBR,Marc VDS Racing Team,Kalex,149.0,+4.414
111,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,5,11,30,Takaaki NAKAGAMI,JPN,Italtrans Racing Team,Kalex,148.9,+4.837
112,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,6,10,71,Claudio CORTI,ITA,Italtrans Racing Team,Kalex,148.8,+5.881
113,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,7,9,36,Mika KALLIO,FIN,Marc VDS Racing Team,Kalex,148.8,+6.149
114,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,8,8,77,Dominique AEGERTER,SWI,Technomag-CIP,Suter,148.7,+7.097
115,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,9,7,24,Toni ELIAS,SPA,Mapfre Aspar Team,Suter,148.7,+7.866
116,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,10,6,5,Johann ZARCO,FRA,JIR Moto2,Motobi,148.6,+8.680
117,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,11,5,38,Bradley SMITH,GBR,Tech 3 Racing,Tech 3,148.5,+9.382
118,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,12,4,15,Alex DE ANGELIS,RSM,NGM Mobile Forward Racing,Suter,148.5,+9.768
119,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,13,3,19,Xavier SIMEON,BEL,Tech 3 Racing,Tech 3,148.5,+10.433
120,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,14,2,29,Andrea IANNONE,ITA,Speed Master,Speed Up,146.8,+31.366
121,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,15,1,8,Gino REA,GBR,Federal Oil Gresini Moto2,Moriwaki,146.8,+31.504
122,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,16,0,95,Anthony WEST,AUS,QMMF Racing Team,Moriwaki,146.6,+34.172
123,2012,SPA,Gran Premio bwin de Espana - Circuito de Jerez,Moto2,RAC,"April,29,2012",Dry,15º,14º,73%,17,0,3,Simone CORSI,ITA,Came IodaRacing Project,FTR,146.5,+34.450
